游民		1	1								2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2					
剑士		11	1	0	0						6	3	3	0	3	3	3	6	6	3	6	3	0	6	3	4	4	4	4	4	4	4	4					
王宫剑士		12	1	100	0						8	3	3	0	3	3	3	8	8	3	8	3	0	8	3	6	6	6	6	6	6	6	6					
剑术师范		13	1	200	0						10	3	3	0	3	3	3	10	10	3	10	3	0	10	3	8	8	8	8	8	8	8	8					
剑圣		14	1	500	0						11	4	4	0	4	4	7	11	11	4	11	4	0	11	4	10	10	10	10	10	10	10	10					
外挂职业		15	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		16	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		17	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
战斧斗士		21	1	0	0						3	6	3	0	3	3	3	6	6	3	6	3	0	6	3	4	4	4	4	4	4	4	4					
王宫战斧斗士		22	1	100	0						3	8	3	0	3	3	3	8	8	3	8	3	0	8	3	6	6	6	6	6	6	6	6					
战斧师范		23	1	200	0						3	10	3	0	3	3	3	10	10	3	10	3	0	10	3	8	8	8	8	8	8	8	8					
狂战士		24	1	500	0						4	11	4	0	4	4	7	11	11	4	11	4	0	11	4	10	10	10	10	10	10	10	10					
外挂职业		25	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		26	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		27	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
骑士		31	1	0	0						3	3	6	0	3	3	3	6	6	3	6	3	0	6	3	4	4	4	4	4	4	4	4					
王宫骑士		32	1	100	0						3	3	8	0	3	3	3	8	8	3	8	3	0	8	3	6	6	6	6	6	6	6	6					
近卫骑士		33	1	200	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	8	8	8	8	8	8	8	8					
光明骑士		34	1	500	0						4	4	11	0	4	4	7	11	11	4	11	4	0	11	4	10	10	10	10	10	10	10	10					
外挂职业		35	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		36	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		37	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
弓箭手		41	1	0	0						3	3	3	0	6	4	4	3	3	6	3	6	0	3	6	4	4	4	4	4	4	4	4					
王宫弓箭手		42	1	100	0						3	3	3	0	8	5	5	3	3	8	3	8	0	3	8	6	6	6	6	6	6	6	6					
弓术师范		43	1	200	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	8	8	8	8	8	8	8	8					
神射手		44	1	500	0						5	5	5	0	11	7	6	5	5	11	5	11	0	5	11	10	10	10	10	10	10	10	10					
外挂职业		45	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		46	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		47	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
士兵		51	1	0	0						4	4	4	0	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4					
王宫士兵		52	1	100	0						5	5	5	0	5	5	5	5	5	5	5	5	0	5	5	6	6	6	6	6	6	6	6					
士兵长		53	1	200	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	8	8	8	8	8	8	8	8					
统帅		54	1	500	0						7	7	7	0	7	7	7	7	7	7	7	7	0	7	7	10	10	10	10	10	10	10	10					
外挂职业		55	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		56	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		57	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
传教士		61	1	0	0						0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	4	4	4	4	4	4	4	4					
牧师		62	1	100	0	61	62	63	68		0	0	0	8	0	0	3	0	0	8	0	3	8	0	8	6	6	6	6	6	6	6	6	4	4	4	4	
主教		63	1	200	0	61	62	63	68		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	8	8	8	8	8	8	8	8	6	6	6	6	
大主教		64	1	500	0	61	62	63	68		0	0	0	11	0	0	7	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	8	8	8	8	
外挂职业		65	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		66	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		67	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
魔术师		71	1	0	0						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	4	4	4	4	4	4	4	4					
王宫魔术师		72	1	100	0						0	0	0	8	0	3	0	0	0	8	0	3	8	0	8	6	6	6	6	6	6	6	6	4	4	4	4	
魔导士		73	1	200	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	8	8	8	8	8	8	8	8	6	6	6	6	
暗黑魔导士		74	1	500	0						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	8	8	8	8	
外挂职业		75	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		76	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		77	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
咒术师		81	1	0	0						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	4	4	4	4	4	4	4	4					
王宫咒术师		82	1	100	0						0	0	0	8	0	3	0	0	0	8	0	3	8	0	8	6	6	6	6	6	6	6	6					
降头师		83	1	200	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	8	8	8	8	8	8	8	8					
毁灭大师		84	1	500	0						0	0	0	11	0	5	7	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10					
外挂职业		85	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		86	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		87	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
封印师		91	1	0	0						3	3	3	4	3	3	3	3	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
王宫封印师		92	1	100	0	69					3	3	3	5	3	3	3	3	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
封印术师范		93	1	200	0	69					4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
封印大师		94	1	500	0	69					5	5	5	7	5	5	7	5	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		95	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		96	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		97	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
饲养师		101	1	0	0						3	3	3	3	3	3	6	3	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
王宫饲养师		102	1	100	0	70					3	3	3	3	3	3	8	3	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
高级饲养师		103	1	200	0	70					4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
饲养大师		104	1	500	0	70					5	5	5	5	5	5	11	5	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		105	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		106	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		107	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
驯兽师		111	1	0	0						3	3	3	3	3	6	3	3	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
王宫驯兽师		112	1	100	0	71					3	3	3	3	3	8	3	3	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
驯兽师范		113	1	200	0	71					4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
万兽之王		114	1	500	0	71					5	5	5	5	5	11	5	5	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		115	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		116	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		117	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
盗贼		121	1	0	0						3	3	3	3	3	6	4	3	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
小偷		122	1	100	0	72					3	3	3	3	3	8	5	3	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
惯偷		123	1	200	0	72					4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
神偷		124	1	500	0	72					5	5	5	5	5	11	7	5	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		125	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		126	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		127	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
巫师		131	1	0	0						0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	4	4	4	4	4	4	4	4					
王宫巫师		132	1	100	0	64	67	65	66		0	0	0	8	0	0	3	0	0	8	0	3	8	0	8	6	6	6	6	6	6	6	6	4	4	4	4	
巫术大师		133	1	200	0	64	67	65	66		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	8	8	8	8	8	8	8	8	6	6	6	6	
巫王		134	1	500	0	64	67	65	66		0	0	0	11	0	0	7	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	8	8	8	8	
外挂职业		135	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		136	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		137	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
格斗士		141	1	0	0						0	0	0	0	0	0	0	0	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
格斗专家		142	1	100	0	94					0	0	0	0	0	0	0	0	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
格斗家师范		143	1	200	0	94					0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
格斗王		144	1	500	0	94					0	0	0	0	0	0	0	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		145	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		146	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		147	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
忍者		151	1	0	0						4	4	4	0	4	6	6	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4					
影		152	1	100	0	96					6	6	6	0	6	8	8	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	4				
阴		153	1	200	0	96					8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	6				
晓		154	1	500	0	96					10	10	10	0	10	10	10	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10	8				
外挂职业		155	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		156	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		157	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
串场艺人		161	1	0	0						3	3	3	3	3	4	6	3	0	6	0	6	0	0	6	4	4	4	4	4	4	4	4					
舞者		162	1	100	0	98					3	3	3	3	3	5	8	3	0	8	0	8	0	0	8	6	6	6	6	6	6	6	6	4				
超级巨星		163	1	200	0	98					4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	8	8	8	8	8	8	8	8	6				
法兰巨星		164	1	500	0	98					5	5	5	5	5	7	11	5	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	8				
外挂职业		165	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		166	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		167	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
教团骑士		171	1	0	0						6	0	6	0	0	0	0	6	6	3	6	3	0	6	3	4	4	4	4	4	4	4	4					
中阶教团骑士		172	1	100	0						8	0	8	0	0	0	0	8	8	3	8	3	0	8	3	6	6	6	6	6	6	6	6					
高阶教团骑士		173	1	200	0						10	0	10	0	0	0	0	10	10	3	10	3	0	10	3	8	8	8	8	8	8	8	8					
圣光骑士		174	1	500	0						11	0	11	0	0	0	0	11	11	3	11	3	0	11	3	10	10	10	10	10	10	10	10					
外挂职业		175	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		176	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
外挂职业		177	1	1000000	1000000						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
