SimpleTrade	缴敲 飘雷伊德	0	990002	0	1	1	0	777	92	3	92	3	92	3	92	3	1	60000	0	0	0	1	0	
Jobsmaster	魔术师 酒店主人	0	40070	0	1	1	0	777	47	6	47	6	47	6	47	6	1	60000	6	14506	0	1	0	70|0|5000|-1|18107|1|65190|65194|65195|65196|65197|65198|-1|18107|1|65199|65200|65201|65202|65203|65204|65205|65206|65207|65208|65209|65210|65211|65212|65213|65214|65215|65216|65217|65218|93|92|91|90|65219|66371|
StandEnemy	里历德 盖	0	770927	0	1	1	0	555	16	2	16	2	16	2	16	2	1	1000	4	101700	0	1	0	2|||0|||||0|70|
Billboard	医院	0	8408	0	1	1	0	1000	79	83	79	83	79	83	79	83	1	1000	6	10416	0	1	0	
Billboard	房屋中介所	0	8421	0	1	1	0	1000	121	131	121	131	121	131	121	131	1	1000	6	10416	0	1	0	
Billboard	安佩摩亚吧	0	8420	0	1	1	0	1000	98	134	98	134	98	134	98	134	1	1000	6	10416	0	1	0	
Billboard	哈惯 东门 东奔	0	8441	0	1	1	0	100	671	221	671	221	671	221	671	221	1	60000	6	10413	0	1	0	
Billboard	烹青陛吉	0	8440	0	1	1	0	100	202	166	202	166	202	166	202	166	1	60000	6	10413	0	1	0	
Event	荤寸的 门吉扁	0	6195	0	1	1	0	13018	19	19	19	19	19	19	19	19	1	60000	1	101303	0	1	0	EV_ijk_6195.txt
SimpleTrade	缴敲 飘雷伊德	0	990018	0	1	1	0	777	92	15	92	15	92	15	92	15	1	60000	0	100000	0	1	0	812|418|10036|10037|10035|1|1|0,0,0,0|
Itemshop2	香料店店长里玲	0	1013	0	1	1	0	1159	6	5	6	5	6	5	6	5	1	60000	4	14023	0	1	0	150|100|2|11116|11117|10165|10166|10167|10168|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|
Jobsmaster	士兵 酒店主人	0	40050	0	1	1	0	777	47	4	47	4	47	4	47	4	1	60000	6	14157	0	1	0	50|0|5000|-1|18105|1|65130|65134|65135|65136|65137|65138|-1|18105|1|65139|65140|65141|65142|65143|65144|65145|65146|65147|65148|65149|65150|65151|65152|65153|65154|65155|65156|65157|65158|93|92|91|90|65159|66351|
Jobsmaster	僧侣 酒店主人	0	40060	0	1	1	0	777	47	5	47	5	47	5	47	5	1	60000	6	14502	0	1	0	60|0|5000|-1|18106|1|65160|65164|65165|65166|65167|65168|-1|18106|1|65169|65170|65171|65172|65173|65174|65175|65176|65177|65178|65179|65180|65181|65182|65183|65184|65185|65186|65187|65188|93|92|91|90|65189|66361|
Jobsmaster	魔术师酒店主人	0	40080	0	1	1	0	777	47	7	47	7	47	7	47	7	1	60000	6	14526	0	1	0	80|0|5000|-1|18108|1|65220|65224|65225|65226|65227|65228|-1|18108|1|65229|65230|65231|65232|65233|65234|65235|65236|65237|65238|65239|65240|65241|65242|65243|65244|65245|65246|65247|65248|93|92|91|90|65249|66513|
Jobsmaster	封印师 酒店主人	0	40090	0	1	1	0	777	47	8	47	8	47	8	47	8	1	60000	6	14558	0	1	0	90|0|5000|-1|18109|1|65250|65254|65255|65256|65257|65258|-1|18109|1|65259|65260|65261|65262|65263|65264|65265|65266|65267|65268|65269|65270|65271|65272|65273|65274|65275|65276|65277|65278|93|92|91|90|65279|66514|
Billboard	妮美席妹的店	0	8409	0	1	1	0	1000	93	80	93	80	93	80	93	80	1	1000	6	10415	0	1	0	
Billboard	科特莉亚镜巧	0	8422	0	1	1	0	1000	216	139	216	139	216	139	216	139	1	1000	6	10415	0	1	0	
Event	荤寸的 门吉扁	0	6196	0	1	1	0	13021	19	19	19	19	19	19	19	19	1	60000	5	101303	0	1	0	EV_ijk_6196.txt
Jobsmaster	护士酒店主人	0	40430	0	1	1	0	777	47	38	47	38	47	38	47	38	1	60000	6	14159	0	1	0	430|0|5000|-1|18139|1|66150|66154|66155|66156|66157|66158|-1|18139|1|66159|66160|66161|66162|66163|66164|66165|66166|66167|66168|66169|66170|66171|66172|66173|66174|66175|66176|66177|66178|93|92|91|90|66179|66508|
Jobsmaster	德尝流牢 倾葛乔飘	0	40211	0	1	1	0	2303	22	29	22	29	22	29	22	29	1	60000	6	14533	0	1	0	210|0|5000|-1|18144|1|65490|65494|65495|65496|65497|65498|-1|18144|1|65499|65500|65501|65502|65503|65504|65505|65506|65507|65508|65509|65510|65511|65512|65513|65514|65515|65516|65517|65518|93|92|91|90|65519|66513|
Jobsmaster	芒流牢 忙美	0	40221	0	1	1	0	2303	39	31	39	31	39	31	39	31	1	60000	4	14535	0	1	0	220|0|5000|-1|18144|1|65520|65524|65525|65526|65527|65528|-1|18144|1|65529|65530|65531|65532|65533|65534|65535|65536|65537|65538|65539|65540|65541|65542|65543|65544|65545|65546|65547|65548|93|92|91|90|65549|66502|
Jobsmaster	劝流牢 梅臂矾	0	40231	0	1	1	0	2303	25	18	25	18	25	18	25	18	1	60000	6	14537	0	1	0	230|0|5000|-1|18144|1|65550|65554|65555|65556|65557|65558|-1|18144|1|65559|65560|65561|65562|65563|65564|65565|65566|65567|65568|65569|65570|65571|65572|65573|65574|65575|65576|65577|65578|93|92|91|90|65579|66512|
Judgeman	鉴定	0	991132	0	1	1	0	777	92	35	92	35	92	35	92	35	1	60000	0	17174	0	1	0	100
Jobsmaster	吉莆伊流牢 洒绊斯	0	40241	0	1	1	0	2303	38	18	38	18	38	18	38	18	1	60000	6	14539	0	1	0	240|0|5000|-1|18144|1|65580|65584|65585|65586|65587|65588|-1|18144|1|65589|65590|65591|65592|65593|65594|65595|65596|65597|65598|65599|65600|65601|65602|65603|65604|65605|65606|65607|65608|93|92|91|90|65609|66509|
Jobsmaster	何梅尔流牢 哈毕	0	40251	0	1	1	0	2303	33	17	33	17	33	17	33	17	1	60000	4	14540	0	1	0	250|0|5000|-1|18144|1|65610|65614|65615|65616|65617|65618|-1|18144|1|65619|65620|65621|65622|65623|65624|65625|65626|65627|65628|65629|65630|65631|65632|65633|65634|65635|65636|65637|65638|93|92|91|90|65639|66513|
Jobsmaster	葛磊流牢 酒店主人	0	40280	0	1	1	0	777	47	23	47	23	47	23	47	23	1	60000	6	14180	0	1	0	280|0|5000|-1|18145|1|65700|65704|65705|65706|65707|65708|-1|18145|1|65709|65710|65711|65712|65713|65714|65715|65716|65717|65718|65719|65720|65721|65722|65723|65724|65725|65726|65727|65728|93|92|91|90|65729|66503|
