胶鸥 海副狼 炼阿(公扁)	0	0	-20	-20	0	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 胶鸥 海副(公扁)	1	0	-24	-24	0	12	12	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 胶鸥 海副(公扁)	2	0	-28	-28	0	14	14	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 胶鸥 海副(公扁)	3	0	-32	-32	0	16	16	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
胶鸥 海副(公扁)	4	0	-36	-36	0	18	18	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 胶鸥 海副(公扁)	5	0	-40	-40	0	20	20	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 胶鸥 海副(公扁)	6	0	-44	-44	0	22	22	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 胶鸥 海副(公扁)	7	0	-48	-48	0	24	24	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 胶鸥 海副(公扁)	8	0	-52	-52	0	26	26	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 胶鸥 海副(公扁)	9	0	-56	-56	0	28	28	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
啊齿狼 颇祈(公扁)	10	0	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 啊齿(公扁)	11	0	13	13	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 啊齿(公扁)	12	0	17	17	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 啊齿(公扁)	13	0	21	21	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
啊齿(公扁)	14	0	25	25	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 啊齿(公扁)	15	0	29	29	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 啊齿(公扁)	16	0	33	33	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 啊齿(公扁)	17	0	37	37	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 啊齿(公扁)	18	0	41	41	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 啊齿(公扁)	19	0	45	45	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
家弊叼酒唱捞飘狼 炼阿(公扁)	20	0			0	-2	-2	0			0			0			0			0			0			1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 家弊叼酒唱捞飘(公扁)	21	0			0	-4	-4	0			0			0			0			0			0			1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 家弊叼酒唱捞飘(公扁)	22	0			0	-6	-6	0			0			0			0			0			0			1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 家弊叼酒唱捞飘(公扁)	23	0			0	-8	-8	0			0			0			0			0			0			1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
家弊叼酒唱捞飘(公扁)	24	0			0	-10	-10	0			0			0			0			0			0			1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 亮篮 家弊叼酒唱捞飘(公扁)	25	0			0	-12	-12	0			0			0			0			0			0			1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 家弊叼酒唱捞飘(公扁)	26	0			0	-14	-14	0			0			0			0			0			0			1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 亮篮 家弊叼酒唱捞飘(公扁)	27	0			0	-16	-16	0			0			0			0			0			0			1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 家弊叼酒唱捞飘(公扁)	28	0			0	-18	-18	0			0			0			0			0			0			1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 家弊叼酒唱捞飘(公扁)	29	0			0	-20	-20	0			0			0			0			0			0			1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
配颇令狼 炼阿(公扁)	30	0			0	-2	-2	0			0			0			0			1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 配颇令(公扁)	31	0			0	-4	-4	0			0			0			0			1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 配颇令(公扁)	32	0			0	-6	-6	0			0			0			0			1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 配颇令(公扁)	33	0			0	-8	-8	0			0			0			0			1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
配颇令(公扁)	34	0			0	-10	-10	0			0			0			0			1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 配颇令(公扁)	35	0			0	-12	-12	0			0			0			0			1	6	6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 配颇令(公扁)	36	0			0	-14	-14	0			0			0			0			1	7	7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 配颇令(公扁)	37	0			0	-16	-16	0			0			0			0			1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 配颇令(公扁)	38	0			0	-18	-18	0			0			0			0			1	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 配颇令(公扁)	39	0			0	-20	-20	0			0			0			0			1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
酒捻酒付赴狼 炼阿(公扁)	40	0	-1	-1	0	3	3	0			0			0			0			0			0			0			0	-1	-1	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 酒捻酒付赴(公扁)	41	0	-2	-2	0	5	5	0			0			0			0			0			0			0			0	-2	-2	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 酒捻酒付赴(公扁)	42	0	-3	-3	0	7	7	0			0			0			0			0			0			0			0	-3	-3	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 酒捻酒付赴(公扁)	43	0	-4	-4	0	9	9	0			0			0			0			0			0			0			0	-4	-4	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
酒捻酒付赴(公扁)	44	0	-5	-5	0	11	11	0			0			0			0			0			0			0			0	-5	-5	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 酒捻酒付赴(公扁)	45	0	-6	-6	0	13	13	0			0			0			0			0			0			0			0	-6	-6	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 酒捻酒付赴(公扁)	46	0	-7	-7	0	15	15	0			0			0			0			0			0			0			0	-7	-7	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 酒捻酒付赴(公扁)	47	0	-8	-8	0	17	17	0			0			0			0			0			0			0			0	-8	-8	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 酒捻酒付赴(公扁)	48	0	-9	-9	0	19	19	0			0			0			0			0			0			0			0	-9	-9	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 酒捻酒付赴(公扁)	49	0	-10	-10	0	21	21	0			0			0			0			0			0			0			0	-10	-10	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
俊皋饿靛狼 炼阿(公扁)	50	0			0			0			0			0			0			1	1	1	1	-1	-1	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 俊皋饿靛(公扁)	51	0			0			0			0			0			0			1	2	2	1	-2	-2	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 俊皋饿靛(公扁)	52	0			0			0			0			0			0			1	3	3	1	-3	-3	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 俊皋饿靛(公扁)	53	0			0			0			0			0			0			1	4	4	1	-4	-4	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
俊皋饿靛(公扁)	54	0			0			0			0			0			0			1	5	5	1	-5	-5	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 俊皋饿靛(公扁)	55	0			0			0			0			0			0			1	6	6	1	-6	-6	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 俊皋饿靛(公扁)	56	0			0			0			0			0			0			1	7	7	1	-7	-7	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 俊皋饿靛(公扁)	57	0			0			0			0			0			0			1	8	8	1	-8	-8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 俊皋饿靛(公扁)	58	0			0			0			0			0			0			1	9	9	1	-9	-9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 俊皋饿靛(公扁)	59	0			0			0			0			0			0			1	10	10	1	-10	-10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
磊荐沥狼 炼阿(公扁)	60	0	-1	-1	0	1	1	1	8	8	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 磊荐沥(公扁)	61	0	-2	-2	0	2	2	1	16	16	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 磊荐沥(公扁)	62	0	-3	-3	0	3	3	1	24	24	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 磊荐沥(公扁)	63	0	-4	-4	0	4	4	1	32	32	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
磊荐沥(公扁)	64	0	-5	-5	0	5	5	1	40	40	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 磊荐沥(公扁)	65	0	-6	-6	0	6	6	1	48	48	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 磊荐沥(公扁)	66	0	-7	-7	0	7	7	1	56	56	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 磊荐沥(公扁)	67	0	-8	-8	0	8	8	1	64	64	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 磊荐沥(公扁)	68	0	-9	-9	0	9	9	1	72	72	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 磊荐沥(公扁)	69	0	-10	-10	0	10	10	1	80	80	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
坷迫狼 炼阿(公扁)	70	0			0			0			0			0			0			0			0			0			0			0			1	30	30	0			0			0			0			0			0			0			0			0			0			0			0		
荤阜狼 河篮 喊（公扁）	80	0	-15	-5	0			0			0			0			0			1	-1	5	1	-1	5	0			0			0			0			1	-1	0	0			0			0			0			0			0			0			0			0			0			0		
Q颇明（公扁）	90	0	-30	-30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	20	20	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0			0			0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0	30	30	0			0			0		
Ｏ颇明（公扁）	91	0	-30	-30	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	10	10	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0			0			0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0	20	20	0			0			0		
珐农 喉矾靛（公扁）	92	0	-20	-20	0	15	15	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
２林斥 扁充焊籍（公扁）	93	0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	5	5	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0		
胶鸥 海副狼 炼阿(规绢备)	400	0	-20	-20	0			0	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 胶鸥 海副(规绢备)	401	0	-24	-24	0			0	12	12	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 胶鸥 海副(规绢备)	402	0	-28	-28	0			0	14	14	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 胶鸥 海副(规绢备)	403	0	-32	-32	0			0	16	16	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
胶鸥 海副(规绢备)	404	0	-36	-36	0			0	18	18	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 胶鸥 海副(规绢备)	405	0	-40	-40	0			0	20	20	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 胶鸥 海副(规绢备)	406	0	-44	-44	0			0	22	22	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 胶鸥 海副(规绢备)	407	0	-48	-48	0			0	24	24	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 胶鸥 海副(规绢备)	408	0	-52	-52	0			0	26	26	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 胶鸥 海副(规绢备)	409	0	-56	-56	0			0	28	28	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
啊齿狼 炼阿(规绢备)	410	0	9	9	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 啊齿(规绢备)	411	0	13	13	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 啊齿(规绢备)	412	0	17	17	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 啊齿(规绢备)	413	0	21	21	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
啊齿(规绢备)	414	0	25	25	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 龙 亮篮 啊齿(规绢备)	415	0	29	29	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
龙 亮篮 啊齿(规绢备)	416	0	33	33	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 龙 亮篮 啊齿(规绢备)	417	0	37	37	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯寒俊 啊鳖款 啊齿(规绢备)	418	0	41	41	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
肯傈搬沥眉狼 啊齿(规绢备)	419	0	45	45	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
家弊叼酒唱捞飘狼 炼阿(规绢备)	420	0			0			0	-2	-2	0			0			0			0			0			0			1	1	1	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
惑寸洒 何辑柳 家弊叼酒唱捞飘(规绢备)	421	0			0			0	-4	-4	0			0			0			0			0			0			1	2	2	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
何辑柳 家弊叼酒唱捞飘(规绢备)	422	0			0			0	-6	-6	0			0			0			0			0			0			1	3	3	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
距埃 何辑柳 家弊叼酒唱捞飘(规绢备)	423	0			0			0	-8	-8	0			0			0			0			0			0			1	4	4	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
家弊叼酒唱捞飘(规绢备)	424	0			0			0	-10	-10	0			0			0			0			0			0			1	5	5	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
